iter	RMSE
650	0.5732133701
651	0.5729595533
652	0.5725907691
653	0.5723632365
654	0.57219683
655	0.5720693829
656	0.5717467411
657	0.5714448234
658	0.5712266646
659	0.5709338795
660	0.5707114757
661	0.5706016676
662	0.5702670644
663	0.5699269245
664	0.5697053275
665	0.5694610082
666	0.5692323676
667	0.5689954255
668	0.56863177
669	0.5683837821
670	0.5682612655
671	0.5680125427
672	0.5677357027
673	0.5674233899
674	0.5671325731
675	0.5668563944
676	0.566567355
677	0.5663343848
678	0.5660514909
679	0.5657299626
680	0.5654627415
681	0.5651694471
682	0.5649813903
683	0.5647230954
684	0.5645806715
685	0.5643324896
686	0.5641889863
687	0.563935235
688	0.5636926015
689	0.5634717012
690	0.5632345031
691	0.5630327049
692	0.5629416669
693	0.562819643
694	0.5626308875
695	0.5623696029
696	0.5621663362
697	0.561918739
698	0.5615733397
699	0.561318058
700	0.5611292616
701	0.5609977625
702	0.5607657873
703	0.5605098474
704	0.5603133133
705	0.5600155783
706	0.5597764505
707	0.5594500939
708	0.5591312027
709	0.5588341484
710	0.5587292304
711	0.5586198639
712	0.5583259483
713	0.5581179428
714	0.5580100316
715	0.5577528855
716	0.5574611989
717	0.5572973228
718	0.5569859364
719	0.5567104543
720	0.556444547
721	0.5563282951
722	0.5561200398
723	0.5559170059
724	0.5556846378
725	0.5553518029
726	0.5551425657
727	0.5550518463
728	0.5548383304
729	0.5546121134
730	0.5543924685
731	0.5541596961
732	0.5539409001
733	0.5536950923
734	0.5534125606
735	0.5533102326
736	0.5531192325
737	0.5528967867
738	0.5526283081
739	0.552378233
740	0.5521247135
741	0.5520385693
742	0.5517176954
743	0.5514334717
744	0.5512255817
745	0.5509349003
746	0.5507470365
747	0.550469881
748	0.550252487
749	0.5500004143
750	0.5498985169
751	0.5498025214
752	0.5497182339
753	0.5495666202
754	0.5493462319
755	0.5491154701
756	0.5488320637
757	0.5485779141
758	0.548395535
759	0.5481994973
760	0.5479763909
761	0.5478889113
762	0.5475434308
763	0.5474604604
764	0.5472685786
765	0.5470824011
766	0.5468765476
767	0.5466595707
768	0.5464707434
769	0.5461720482
770	0.5459209237
771	0.5456317416
772	0.5454090471
773	0.5451800818
774	0.5449657744
775	0.5447270915
776	0.5445373849
777	0.5442700159
778	0.5440813167
779	0.5439981175
780	0.5438518822
781	0.5436022908
782	0.543275056
783	0.5430258888
784	0.5427362437
785	0.5425676501
786	0.5423138061
787	0.5422120852
788	0.5419160884
789	0.5416258498
790	0.5414398964
791	0.5411948767
792	0.5411152341
793	0.540817343
794	0.5405311214
795	0.5402974381
796	0.5400152812
797	0.5397853547
798	0.5397040265
799	0.5394491065
800	0.5392554305
801	0.5391828368
802	0.5389199691
803	0.5387138365
804	0.5384539439
805	0.538242583
806	0.5379008922
807	0.5376524433
808	0.5373703817
809	0.5371749562
810	0.5369139247
811	0.5367229728
812	0.5365218207
813	0.5364545307
814	0.5363253881
815	0.5361148577
816	0.5358125158
817	0.5354886969
818	0.5352678032
819	0.5351796148
820	0.5349971099
821	0.5347155652
822	0.5344799483
823	0.5341734817
824	0.534091817
825	0.5338932404
826	0.5336871487
827	0.5336062026
828	0.5332753366
829	0.5329589242
830	0.5326653939
831	0.5324579099
832	0.532206553
833	0.532012902
834	0.5316430837
835	0.5314475429
836	0.5312687803
837	0.5311825325
838	0.5309264027
839	0.5307053581
840	0.5305367455
841	0.5304482921
842	0.5302765284
843	0.5300981999
844	0.5298992018
845	0.5296474297
846	0.5292974842
847	0.5290836652
848	0.5290194903
849	0.5288704367
850	0.5286905872
851	0.5284568114
852	0.5282231787
853	0.5279206027
854	0.5277210302
855	0.5276247939
856	0.5274485621
857	0.5272632577
858	0.5270051922
859	0.5268160863
860	0.5266539238
861	0.5264403914
862	0.5263495799
863	0.5261232404
864	0.5258345611
865	0.5255424715
866	0.5254520313
867	0.5251726837
868	0.5249446585
869	0.5246807685
870	0.524516022
871	0.5243453259
872	0.524265359
873	0.524083805
874	0.5238538456
875	0.5237524861
876	0.5235179665
877	0.5233533203
878	0.5231503877
879	0.5230675621
880	0.5228504482
881	0.5226016025
882	0.5223952777
883	0.5222324593
884	0.5220447111
885	0.5218211518
886	0.5216042212
887	0.5214338361
888	0.5211834084
889	0.5210876983
890	0.5208440884
891	0.5205923766
892	0.5204214257
893	0.5202379983
894	0.5199809066
895	0.5197151069
896	0.5194865974
897	0.5192819812
898	0.5190359246
899	0.5189708679
900	0.5188112571
901	0.5186419158
902	0.5184161671
903	0.5182481885
904	0.5180946852
905	0.5179131679
906	0.5178254028
907	0.5175700216
908	0.5172836643
909	0.5170652235
910	0.5168215914
911	0.5165329916
912	0.5164887809
913	0.5163205851
914	0.5160721388
915	0.5158877329
916	0.515706212
917	0.5154628059
918	0.5152140092
919	0.5149937266
920	0.5149011491
921	0.5147060625
922	0.5144787449
923	0.5142728008
924	0.5142003361
925	0.5139869024
926	0.5138341691
927	0.5136221043
928	0.5133984598
929	0.5133226217
930	0.5131778895
931	0.5129575574
932	0.5127300202
933	0.5125094162
934	0.5123521446
935	0.5122768506
936	0.5120007731
937	0.5118243609
938	0.5115368395
939	0.5112800998
940	0.5110673892
941	0.5109112187
942	0.5106357417
943	0.5105566879
944	0.5102024529
945	0.5099798301
946	0.5098222889
947	0.5096762593
948	0.5094715687
949	0.5092777738
950	0.5090988675
951	0.5090230443
952	0.5088573386
953	0.5086753087
954	0.5084159395
955	0.5081237508
956	0.5079685017
957	0.5078176602
958	0.5075103107
959	0.5072573889
960	0.5069699741
961	0.5067611392
962	0.5065758018
963	0.5065507241
964	0.5063195361
965	0.5061381371
966	0.5058910926
967	0.5057784745
968	0.5056025148
969	0.5054413713
970	0.5052824151
971	0.5049682043
972	0.5047518019
973	0.5045741456
974	0.5044208371
975	0.5041939989
976	0.5040367483
977	0.5038433181
978	0.5035125966
979	0.5032548196
980	0.5030432775
981	0.5028561005
982	0.5027673094
983	0.502591089
984	0.5024630739
985	0.5021718618
986	0.5020087903
987	0.5017955553
988	0.5016445286
989	0.5013823826
990	0.501173038
991	0.5008683378
992	0.500736063
993	0.500670774
994	0.5005119612
995	0.5003311078
996	0.5001071012
997	0.4999628892
998	0.4997676869
999	0.4997306892
